TIMESTAMP,TA_F,TA_F_QC,SW_IN_POT,SW_IN_F,SW_IN_F_QC,LW_IN_F,LW_IN_F_QC,VPD_F,VPD_F_QC,PA_F,PA_F_QC,P_F,P_F_QC,WS_F,WS_F_QC,USTAR,USTAR_QC,NETRAD,NETRAD_QC,PPFD_IN,PPFD_IN_QC,PPFD_DIF,PPFD_DIF_QC,SW_OUT,SW_OUT_QC,LW_OUT,LW_OUT_QC,CO2_F_MDS,CO2_F_MDS_QC,TS_F_MDS_1,TS_F_MDS_1_QC,SWC_F_MDS_1,SWC_F_MDS_1_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_CORR_25,LE_CORR_75,LE_RANDUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_CORR_25,H_CORR_75,H_RANDUNC,NEE_VUT_REF,NEE_VUT_REF_QC,NEE_VUT_REF_RANDUNC,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,RECO_NT_VUT_REF,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,GPP_NT_VUT_REF,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,RECO_DT_VUT_REF,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,GPP_DT_VUT_REF,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,RECO_SR,RECO_SR_N
20070101,2.407,0.0,120.871,27.272,0.0,288.027,0.0,0.656,0.0,97.843,0.0,2.401,0.0,7.516,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,69.9547,-9999,-9999,-9999,-9999,-9999,61.762,-9999,-9999,-9999,-9999,-9999,-4.40268,0.0,-9999,-4.51989,-4.45413,-4.41729,0.0,0.0,0.0,3.39523,3.27724,3.37823,3.4286,7.82129,7.7662,7.82129,7.96346,2.78719,1.04108,2.56978,2.81416,2.30943,2.20922,2.27545,2.53663,-9999,-9999
20070102,1.447,0.0,121.491,76.897,0.0,219.533,0.0,1.864,0.0,99.238,0.0,0.0,0.0,6.842,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,63.4272,-9999,-9999,-9999,-9999,-9999,65.2927,-9999,-9999,-9999,-9999,-9999,-3.97225,0.0,-9999,-4.22841,-3.97225,-3.84664,0.0,0.0,0.0,3.22011,3.08338,3.20187,3.25706,7.2204,7.00912,7.2204,7.49594,2.56527,0.857234,2.30426,2.60159,4.34417,3.97771,4.30435,4.68485,-9999,-9999
20070103,3.695,0.0,122.17,66.904,0.0,250.879,0.0,2.397,0.0,98.425,0.0,0.0,0.0,9.417,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,63.1286,-9999,-9999,-9999,-9999,-9999,51.6822,-9999,-9999,-9999,-9999,-9999,-4.23867,0.0,-9999,-4.27735,-4.23867,-4.21446,0.0,0.0,0.0,3.62734,3.53005,3.61183,3.65404,7.88364,7.79193,7.88364,7.92783,3.07263,1.25426,2.90274,3.08877,4.05668,3.69906,4.0141,4.3857,-9999,-9999
20070104,5.43,0.0,122.908,50.809,0.0,284.797,0.0,2.251,0.0,97.662,0.0,0.0,0.0,8.843,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,69.9547,-9999,-9999,-9999,-9999,-9999,61.762,-9999,-9999,-9999,-9999,-9999,-4.40268,0.0,-9999,-4.51989,-4.45413,-4.41729,0.0,0.0,0.0,3.94762,3.85147,3.93735,3.96372,8.35883,8.289,8.35883,8.53678,3.4905,1.6334,3.41281,3.4905,3.50121,3.16674,3.45733,3.80374,-9999,-9999
20070105,4.857,0.0,123.703,69.084,0.0,303.238,0.0,1.146,0.0,97.45,0.0,0.277,0.0,5.361,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,63.4272,-9999,-9999,-9999,-9999,-9999,65.2927,-9999,-9999,-9999,-9999,-9999,-3.97225,0.0,-9999,-4.22841,-3.97225,-3.84664,0.0,0.0,0.0,3.84128,3.74113,3.82739,3.86101,7.82517,7.58776,7.82517,8.13475,3.34974,1.49956,3.2401,3.35338,4.09389,3.73794,4.05265,4.42245,-9999,-9999
20070106,1.508,0.0,124.558,48.959,0.0,284.597,0.0,1.037,0.0,98.09,0.0,1.095,0.0,5.127,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,63.1286,-9999,-9999,-9999,-9999,-9999,51.6822,-9999,-9999,-9999,-9999,-9999,-4.23867,0.0,-9999,-4.27735,-4.23867,-4.21446,0.0,0.0,0.0,3.22941,3.09253,3.21115,3.26654,7.49611,7.41574,7.4934,7.53637,2.57242,0.853099,2.30866,2.60886,3.39851,3.07209,3.35551,3.69386,-9999,-9999
20070107,1.743,0.0,125.471,83.262,0.0,242.497,0.0,1.515,0.0,98.634,0.0,0.641,0.0,5.949,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,69.9547,-9999,-9999,-9999,-9999,-9999,61.762,-9999,-9999,-9999,-9999,-9999,-4.40268,0.0,-9999,-4.51989,-4.45413,-4.41729,0.0,0.0,0.0,3.27285,3.14091,3.25492,3.31021,7.70234,7.65171,7.70234,7.83634,2.62861,0.901254,2.37676,2.66273,4.50788,4.13724,4.46992,4.85467,-9999,-9999
20070108,-0.762,0.0,126.442,42.893,0.0,272.894,0.0,0.902,0.0,97.43,0.0,3.995,0.0,7.453,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,63.4272,-9999,-9999,-9999,-9999,-9999,65.2927,-9999,-9999,-9999,-9999,-9999,-3.97225,0.0,-9999,-4.22841,-3.97225,-3.84664,0.0,0.0,0.0,2.83174,2.66275,2.81327,2.86822,6.84046,6.64476,6.84046,7.09857,2.1111,0.568329,1.79572,2.13251,3.14091,2.9122,3.09908,3.42247,-9999,-9999
20070109,-4.492,0.0,127.471,44.55,0.0,244.717,0.0,0.889,0.0,98.247,0.0,1.699,0.0,8.279,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,63.1286,-9999,-9999,-9999,-9999,-9999,51.6822,-9999,-9999,-9999,-9999,-9999,-4.23867,0.0,-9999,-4.27735,-4.23867,-4.21446,0.0,0.0,0.0,2.21218,2.0101,2.21141,2.25086,6.49695,6.42141,6.46744,6.51205,1.45593,0.263943,1.11928,1.48894,3.26601,3.01859,3.2226,3.55836,-9999,-9999
20070110,-5.294,0.0,128.557,71.467,0.0,222.106,0.0,1.182,0.0,99.333,0.0,0.782,0.0,6.002,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,69.9547,-9999,-9999,-9999,-9999,-9999,61.762,-9999,-9999,-9999,-9999,-9999,-4.40268,0.0,-9999,-4.51989,-4.45413,-4.41729,0.0,0.0,0.0,2.08592,1.88013,2.08592,2.11989,6.536,6.48128,6.54724,6.61345,1.33329,0.226344,1.00133,1.35878,4.18725,3.82559,4.14591,4.52164,-9999,-9999
20070111,2.596,0.0,129.701,61.048,0.0,270.771,0.0,2.223,0.0,98.44,0.0,0.137,0.0,8.612,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,63.4272,-9999,-9999,-9999,-9999,-9999,65.2927,-9999,-9999,-9999,-9999,-9999,-3.97225,0.0,-9999,-4.22841,-3.97225,-3.84664,0.0,0.0,0.0,3.42931,3.31454,3.41252,3.46172,7.42411,7.20405,7.42411,7.71018,2.82843,1.068,2.61686,2.85395,3.86543,3.51475,3.82137,4.18609,-9999,-9999
20070112,-1.046,0.0,130.902,31.698,0.0,290.011,0.0,0.603,0.0,99.085,0.0,0.726,0.0,5.346,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,63.1286,-9999,-9999,-9999,-9999,-9999,51.6822,-9999,-9999,-9999,-9999,-9999,-4.23867,0.0,-9999,-4.27735,-4.23867,-4.21446,0.0,0.0,0.0,2.79241,2.62563,2.77443,2.82861,7.06728,6.99039,7.0497,7.10537,2.08592,0.587152,1.78495,2.1061,2.63992,2.52952,2.60289,2.89458,-9999,-9999
20070113,-6.779,0.0,132.16,66.538,0.0,238.099,0.0,1.076,0.0,99.959,0.0,0.146,0.0,3.057,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,69.9547,-9999,-9999,-9999,-9999,-9999,61.762,-9999,-9999,-9999,-9999,-9999,-4.40268,0.0,-9999,-4.51989,-4.45413,-4.41729,0.0,0.0,0.0,1.85561,1.64451,1.85561,1.8812,6.30774,6.25086,6.32052,6.37844,1.11445,0.163385,0.794382,1.12199,4.0023,3.65093,3.96078,4.32599,-9999,-9999
20070114,-4.307,0.0,133.474,59.556,0.0,242.866,0.0,1.129,0.0,99.692,0.0,0.388,0.0,3.244,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,63.4272,-9999,-9999,-9999,-9999,-9999,65.2927,-9999,-9999,-9999,-9999,-9999,-3.97225,0.0,-9999,-4.22841,-3.97225,-3.84664,0.0,0.0,0.0,2.23949,2.03739,2.23773,2.27907,6.25772,6.07865,6.25595,6.49335,1.47962,0.26896,1.13982,1.51269,3.77277,3.42973,3.72946,4.08641,-9999,-9999
20070115,-5.728,0.0,134.844,18.994,0.0,261.808,0.0,0.296,0.0,99.037,0.0,8.415,0.0,6.224,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,63.1286,-9999,-9999,-9999,-9999,-9999,51.6822,-9999,-9999,-9999,-9999,-9999,-4.23867,0.0,-9999,-4.27735,-4.23867,-4.21446,0.0,0.0,0.0,2.01489,1.80589,2.01489,2.04605,6.30194,6.22412,6.26985,6.31542,1.26043,0.20177,0.928176,1.27881,1.87247,1.77761,1.83986,2.07235,-9999,-9999
20070116,-8.903,0.0,136.27,77.732,0.0,188.999,0.0,0.651,0.0,99.926,0.0,0.694,0.0,6.224,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,69.9547,-9999,-9999,-9999,-9999,-9999,61.762,-9999,-9999,-9999,-9999,-9999,-4.40268,0.0,-9999,-4.51989,-4.45413,-4.41729,0.0,0.0,0.0,1.54793,1.33763,1.54793,1.57947,6.00104,5.94367,6.01436,6.06265,0.84796,0.101188,0.560794,0.84796,4.4236,4.04815,4.38225,4.77216,-9999,-9999
20070117,-5.2,0.0,137.751,92.826,0.0,193.592,0.0,1.124,0.0,100.05,0.0,0.0,0.0,8.777,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,63.4272,-9999,-9999,-9999,-9999,-9999,65.2927,-9999,-9999,-9999,-9999,-9999,-3.97225,0.0,-9999,-4.22841,-3.97225,-3.84664,0.0,0.0,0.0,2.10384,1.89978,2.10384,2.13865,6.12303,5.94757,6.12125,6.35499,1.35471,0.235141,1.02485,1.38285,4.81536,4.42961,4.77834,5.17867,-9999,-9999
20070118,-2.476,0.0,139.287,32.686,0.0,267.883,0.0,1.023,0.0,98.808,0.0,2.144,0.0,8.112,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,63.1286,-9999,-9999,-9999,-9999,-9999,51.6822,-9999,-9999,-9999,-9999,-9999,-4.23867,0.0,-9999,-4.27735,-4.23867,-4.21446,0.0,0.0,0.0,2.54028,2.35246,2.53316,2.57879,6.82064,6.74537,6.79623,6.84764,1.79095,0.401927,1.45514,1.81919,2.7531,2.63709,2.71411,3.01957,-9999,-9999
20070119,-5.022,0.0,140.878,58.961,0.0,243.313,0.0,0.779,0.0,98.608,0.0,1.857,0.0,8.07,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,69.9547,-9999,-9999,-9999,-9999,-9999,61.762,-9999,-9999,-9999,-9999,-9999,-4.40268,0.0,-9999,-4.51989,-4.45413,-4.41729,0.0,0.0,0.0,2.12887,1.92439,2.12887,2.16445,6.57849,6.52428,6.58974,6.65729,1.37516,0.239043,1.04173,1.4043,3.85392,3.49691,3.80759,4.17897,-9999,-9999
20070120,-7.843,0.0,142.522,76.955,0.0,203.982,0.0,0.827,0.0,99.647,0.0,0.63,0.0,4.7,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,63.4272,-9999,-9999,-9999,-9999,-9999,65.2927,-9999,-9999,-9999,-9999,-9999,-3.97225,0.0,-9999,-4.22841,-3.97225,-3.84664,0.0,0.0,0.0,1.69636,1.48385,1.69636,1.72498,5.71897,5.55444,5.71718,5.93824,0.970777,0.126909,0.664384,0.970777,4.44527,4.0647,4.40257,4.79784,-9999,-9999
20070121,-5.786,0.0,144.22,43.368,0.0,243.123,0.0,0.729,0.0,99.197,0.0,1.81,0.0,3.876,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,63.1286,-9999,-9999,-9999,-9999,-9999,51.6822,-9999,-9999,-9999,-9999,-9999,-4.23867,0.0,-9999,-4.27735,-4.23867,-4.21446,0.0,0.0,0.0,2.00708,1.79844,2.00708,2.03803,6.29407,6.21631,6.26208,6.30753,1.25484,0.20138,0.92434,1.27315,3.21817,3.02937,3.17435,3.51065,-9999,-9999
20070122,-3.439,0.0,145.971,57.242,0.0,257.422,0.0,0.945,0.0,98.408,0.0,0.673,0.0,4.093,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,69.9547,-9999,-9999,-9999,-9999,-9999,61.762,-9999,-9999,-9999,-9999,-9999,-4.40268,0.0,-9999,-4.51989,-4.45413,-4.41729,0.0,0.0,0.0,2.38416,2.18988,2.38027,2.42461,6.83056,6.78004,6.8419,6.9191,1.63276,0.338797,1.29767,1.66312,3.81383,3.45583,3.76714,4.13896,-9999,-9999
20070123,-3.311,0.0,147.774,60.359,0.0,252.136,0.0,0.833,0.0,97.952,0.0,1.134,0.0,7.557,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,63.4272,-9999,-9999,-9999,-9999,-9999,65.2927,-9999,-9999,-9999,-9999,-9999,-3.97225,0.0,-9999,-4.22841,-3.97225,-3.84664,0.0,0.0,0.0,2.40248,2.20782,2.39856,2.44292,6.41845,6.23492,6.41845,6.65983,1.64721,0.338762,1.30857,1.67779,3.8831,3.52658,3.83731,4.20844,-9999,-9999
20070124,-8.023,0.0,149.629,82.527,0.0,216.278,0.0,0.775,0.0,98.859,0.0,0.968,0.0,3.571,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,63.1286,-9999,-9999,-9999,-9999,-9999,51.6822,-9999,-9999,-9999,-9999,-9999,-4.23867,0.0,-9999,-4.27735,-4.23867,-4.21446,0.0,0.0,0.0,1.67031,1.4579,1.67031,1.69953,5.95943,5.87954,5.9312,5.97291,0.948316,0.121772,0.644808,0.948316,4.54765,4.16822,4.50738,4.90158,-9999,-9999
20070125,-11.588,0.0,151.535,87.657,0.0,193.945,0.0,0.504,0.0,99.203,0.0,0.778,0.0,4.931,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,69.9547,-9999,-9999,-9999,-9999,-9999,61.762,-9999,-9999,-9999,-9999,-9999,-4.40268,0.0,-9999,-4.51989,-4.45413,-4.41729,0.0,0.0,0.0,1.19219,0.993505,1.19021,1.22479,5.64394,5.5894,5.65783,5.70176,0.572375,0.0510703,0.340223,0.572897,4.7191,4.33042,4.67907,5.08286,-9999,-9999
20070126,-5.871,0.0,153.492,17.289,0.0,263.601,0.0,0.385,0.0,97.865,0.0,3.613,0.0,4.922,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,63.4272,-9999,-9999,-9999,-9999,-9999,65.2927,-9999,-9999,-9999,-9999,-9999,-3.97225,0.0,-9999,-4.22841,-3.97225,-3.84664,0.0,0.0,0.0,2.00765,1.80431,2.00762,2.0394,6.02704,5.8541,6.02528,6.25698,1.27302,0.217251,0.954626,1.29639,1.75376,1.66331,1.72235,1.94374,-9999,-9999
20070127,-2.855,0.0,155.499,70.529,0.0,262.036,0.0,0.68,0.0,97.419,0.0,1.466,0.0,5.786,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,63.1286,-9999,-9999,-9999,-9999,-9999,51.6822,-9999,-9999,-9999,-9999,-9999,-4.23867,0.0,-9999,-4.27735,-4.23867,-4.21446,0.0,0.0,0.0,2.47616,2.28445,2.47149,2.51591,6.75763,6.68136,6.7319,6.78208,1.72147,0.367676,1.38211,1.7511,4.23094,3.85884,4.18681,4.57367,-9999,-9999
20070128,-9.021,0.0,157.555,94.173,0.0,203.952,0.0,0.478,0.0,98.324,0.0,0.812,0.0,5.588,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,69.9547,-9999,-9999,-9999,-9999,-9999,61.762,-9999,-9999,-9999,-9999,-9999,-4.40268,0.0,-9999,-4.51989,-4.45413,-4.41729,0.0,0.0,0.0,1.53183,1.32203,1.53183,1.56362,5.98489,5.92763,5.99824,6.04629,0.835578,0.0993173,0.551224,0.835578,4.91097,4.51386,4.87187,5.28442,-9999,-9999
20070129,-8.219,0.0,159.659,76.316,0.0,214.854,0.0,0.858,0.0,98.301,0.0,1.496,0.0,3.181,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,63.4272,-9999,-9999,-9999,-9999,-9999,65.2927,-9999,-9999,-9999,-9999,-9999,-3.97225,0.0,-9999,-4.22841,-3.97225,-3.84664,0.0,0.0,0.0,1.64782,1.43756,1.64782,1.67698,5.67011,5.5068,5.66833,5.88885,0.935474,0.122185,0.638265,0.935474,4.40346,4.02565,4.36084,4.75347,-9999,-9999
20070130,-7.893,0.0,161.811,56.047,0.0,228.644,0.0,0.558,0.0,98.342,0.0,1.83,0.0,4.451,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,63.1286,-9999,-9999,-9999,-9999,-9999,51.6822,-9999,-9999,-9999,-9999,-9999,-4.23867,0.0,-9999,-4.27735,-4.23867,-4.21446,0.0,0.0,0.0,1.68842,1.47571,1.68842,1.71729,5.97754,5.89765,5.94894,5.99104,0.963195,0.12479,0.657246,0.963195,3.80077,3.43917,3.75336,4.1284,-9999,-9999
20070131,-6.24,0.0,164.01,79.836,0.0,224.046,0.0,1.044,0.0,98.245,0.0,0.942,0.0,8.567,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,69.9547,-9999,-9999,-9999,-9999,-9999,61.762,-9999,-9999,-9999,-9999,-9999,-4.40268,0.0,-9999,-4.51989,-4.45413,-4.41729,0.0,0.0,0.0,1.93541,1.72462,1.93541,1.96368,6.38717,6.33057,6.39981,6.4598,1.18511,0.180501,0.857292,1.19739,4.56172,4.17177,4.51805,4.9234,-9999,-9999
20070201,-5.153,0.0,166.255,85.52,0.0,240.413,0.0,1.083,0.0,97.499,0.0,2.219,0.0,7.195,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,63.4272,-9999,-9999,-9999,-9999,-9999,65.2927,-9999,-9999,-9999,-9999,-9999,-3.97225,0.0,-9999,-4.22841,-3.97225,-3.84664,0.0,0.0,0.0,2.10363,1.89646,2.10363,2.13798,6.1235,5.94812,6.12171,6.35463,1.34393,0.22507,1.00637,1.36896,4.70034,4.30743,4.65842,5.06682,-9999,-9999
20070202,-8.113,0.0,168.546,74.064,0.0,218.655,0.0,0.633,0.0,97.289,0.0,2.438,0.0,6.432,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,63.1286,-9999,-9999,-9999,-9999,-9999,51.6822,-9999,-9999,-9999,-9999,-9999,-4.23867,0.0,-9999,-4.27735,-4.23867,-4.21446,0.0,0.0,0.0,1.66042,1.44915,1.66042,1.68956,5.94932,5.86965,5.92127,5.96273,0.94327,0.122337,0.642834,0.94327,4.45067,4.0584,4.40393,4.81186,-9999,-9999
20070203,-11.693,0.0,170.881,82.975,0.0,193.246,0.0,0.28,0.0,97.705,0.0,3.62,0.0,7.25,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,69.9547,-9999,-9999,-9999,-9999,-9999,61.762,-9999,-9999,-9999,-9999,-9999,-4.40268,0.0,-9999,-4.51989,-4.45413,-4.41729,0.0,0.0,0.0,1.1774,0.978886,1.17544,1.21031,5.62917,5.57465,5.64309,5.68696,0.559989,0.0484315,0.329685,0.560701,4.68152,4.28419,4.63769,5.0507,-9999,-9999
20070204,-15.461,0.0,173.26,88.63,0.0,179.806,0.0,0.182,0.0,98.696,0.0,2.744,0.0,8.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,63.4272,-9999,-9999,-9999,-9999,-9999,65.2927,-9999,-9999,-9999,-9999,-9999,-3.97225,0.0,-9999,-4.22841,-3.97225,-3.84664,0.0,0.0,0.0,0.750426,0.585239,0.741423,0.784505,4.76542,4.62471,4.76401,4.97118,0.282345,0.0142885,0.136993,0.282345,4.84582,4.44249,4.80324,5.22235,-9999,-9999
20070205,-12.743,0.0,175.681,99.628,0.0,194.533,0.0,0.296,0.0,99.41,0.0,1.875,0.0,8.367,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,63.1286,-9999,-9999,-9999,-9999,-9999,51.6822,-9999,-9999,-9999,-9999,-9999,-4.23867,0.0,-9999,-4.27735,-4.23867,-4.21446,0.0,0.0,0.0,1.04905,0.857965,1.04495,1.08305,5.33556,5.25828,5.31969,5.34765,0.469789,0.0354144,0.263179,0.471353,5.15025,4.73611,5.11006,5.54018,-9999,-9999
20070206,-13.893,0.0,178.145,130.298,0.0,175.036,0.0,0.372,0.0,99.097,0.0,0.921,0.0,6.063,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,69.9547,-9999,-9999,-9999,-9999,-9999,61.762,-9999,-9999,-9999,-9999,-9999,-4.40268,0.0,-9999,-4.51989,-4.45413,-4.41729,0.0,0.0,0.0,0.916486,0.73526,0.909898,0.950993,5.36516,5.31295,5.37687,5.42266,0.382463,0.0245226,0.202115,0.384662,5.73953,5.31827,5.70864,6.14651,-9999,-9999
20070207,-9.834,0.0,180.648,119.148,0.0,182.288,0.0,0.674,0.0,98.639,0.0,0.902,0.0,9.302,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,63.4272,-9999,-9999,-9999,-9999,-9999,65.2927,-9999,-9999,-9999,-9999,-9999,-3.97225,0.0,-9999,-4.22841,-3.97225,-3.84664,0.0,0.0,0.0,1.42031,1.21281,1.42031,1.44992,5.44282,5.28545,5.44108,5.65656,0.745057,0.0807655,0.475737,0.745057,5.6251,5.19711,5.58965,6.03411,-9999,-9999
20070208,-8.873,0.0,183.193,109.286,0.0,203.276,0.0,0.6,0.0,98.754,0.0,1.608,0.0,9.527,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,63.1286,-9999,-9999,-9999,-9999,-9999,51.6822,-9999,-9999,-9999,-9999,-9999,-4.23867,0.0,-9999,-4.27735,-4.23867,-4.21446,0.0,0.0,0.0,1.54898,1.33765,1.54898,1.58078,5.83832,5.75821,5.81253,5.85168,0.845752,0.0993538,0.556871,0.845752,5.38427,4.96279,5.34621,5.7841,-9999,-9999
20070209,-8.455,0.0,185.776,109.452,0.0,216.106,0.0,0.636,0.0,99.064,0.0,1.097,0.0,6.503,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,69.9547,-9999,-9999,-9999,-9999,-9999,61.762,-9999,-9999,-9999,-9999,-9999,-4.40268,0.0,-9999,-4.51989,-4.45413,-4.41729,0.0,0.0,0.0,1.6124,1.40177,1.6124,1.6425,6.06534,6.00803,6.0787,6.12843,0.903283,0.113791,0.608891,0.903283,5.39493,4.97184,5.35652,5.79615,-9999,-9999
